0.5000000000, 1.0000000000, -1.9999968000, -0.9999992000, 0.0001022976, 0.0000031968, 60.6268560000
0.5100000000, 1.0000000000, -2.0000000000, -1.0000000000, 0.0000000000, 0.0000000000, 61.0207730000
0.5200000000, 1.0000000000, -2.0000000000, 1.0000000000, 0.0000000000, 0.0000000000, 60.9651680000
0.5300000000, 1.0000000000, -1.9999936000, 0.9999984000, 0.0001819067, 0.0000060257, 60.9999140000
0.5400000000, 1.0000000000, -1.9999968000, -0.9999992000, 0.0000877037, 0.0000029600, 61.1163700000
0.5500000000, 1.0000000000, -1.9999968000, 0.9999992000, 0.0000845435, 0.0000029062, 60.8610730000
0.5600000000, 1.0000000000, -1.9999968000, -0.9999992000, 0.0000815510, 0.0000028543, 60.9745440000
0.5700000000, 1.0000000000, -1.9999840000, -0.9999960000, 0.0003919975, 0.0000139649, 62.8939640000
0.5800000000, 1.0000000000, -1.9999904000, -0.9999976000, 0.0002276147, 0.0000082510, 60.2321960000
0.5900000000, 1.0000000000, -1.9999776000, 0.9999944000, 0.0005111910, 0.0000188502, 59.1519820000
0.6000000000, 1.0000000000, -1.9999904000, -0.9999976000, 0.0002126933, 0.0000079760, 60.7242440000
0.6100000000, 1.0000000000, -1.9999872000, 0.9999968000, 0.0002740941, 0.0000104498, 62.7135180000
0.6200000000, 1.0000000000, -1.9999744000, 0.9999936000, 0.0005285161, 0.0000204800, 61.6023480000
0.6300000000, 1.0000000000, -1.9999840000, 0.9999960000, 0.0003208869, 0.0000126349, 61.8356110000
0.6400000000, 1.0000000000, -1.9999552000, -0.9999888000, 0.0008627500, 0.0000345100, 61.6848170000
0.6500000000, 1.0000000000, -1.9999616000, 0.9999904000, 0.0007183754, 0.0000291840, 62.7813680000
0.6600000000, 1.0000000000, -1.9999648000, -0.9999912000, 0.0006393535, 0.0000263733, 61.8281450000
0.6700000000, 1.0000000000, -1.9999360000, 0.9999840000, 0.0014599243, 0.0000611343, 62.6962310000
0.6800000000, 1.0000000000, -1.9999504000, -0.9999872000, 0.0008863529, 0.0000417506, 62.7248900000
0.6900000000, 1.0000000000, -1.9999456000, -0.9999864000, 0.0008985541, 0.0000387501, 62.6820880000
0.7000000000, 1.0000000000, -1.9999392000, 0.9999848000, 0.0009737927, 0.0000426034, 61.9052080000
0.7100000000, 1.0000000000, -1.9998816000, -0.9999704000, 0.0020126038, 0.0000893093, 61.0883480000
0.7200000000, 1.0000000000, -1.9999168000, 0.9999792000, 0.0012505679, 0.0000562756, 61.3499290000
0.7300000000, 1.0000000000, -1.9998848000, -0.9999712000, 0.0016671466, 0.0000760636, 61.0774620000
0.7400000000, 1.0000000000, -1.9998272000, 0.9999568000, 0.0024816479, 0.0001147762, 61.1055850000
0.7500000000, 1.0000000000, -1.9998400000, 0.9999592000, 0.0022300444, 0.0001117845, 61.0839710000
0.7600000000, 1.0000000000, -1.9998128000, -0.9999528000, 0.0025630028, 0.0001253032, 61.1545120000
0.7700000000, 1.0000000000, -1.9997392000, 0.9999344000, 0.0034372717, 0.0001688852, 61.0243060000
0.7800000000, 1.0000000000, -1.9996992000, 0.9999240000, 0.0038990769, 0.0001968718, 61.2268800000
0.7900000000, 1.0000000000, -1.9996544000, -0.9999128000, 0.0048335228, 0.0002453043, 62.0212030000
0.8000000000, 1.0000000000, -1.9995808000, 0.9998944000, 0.0054535600, 0.0002811520, 60.5203650000
0.8100000000, 1.0000000000, -1.9996192000, 0.9999048000, 0.0047149495, 0.0002386943, 61.4212440000
0.8200000000, 1.0000000000, -1.9995376000, 0.9998840000, 0.0052680928, 0.0002731220, 60.0699000000
0.8300000000, 1.0000000000, -1.9994736000, 0.9998680000, 0.0061385652, 0.0003234217, 59.5839040000
0.8400000000, 1.0000000000, -1.9994208000, 0.9998536000, 0.0065574240, 0.0003609733, 61.2026330000
0.8500000000, 1.0000000000, -1.9993744000, -0.9998432000, 0.0065206389, 0.0003493346, 62.2427490000
0.8600000000, 1.0000000000, -1.9993264000, 0.9998296000, 0.0074224684, 0.0004160577, 61.6380440000
0.8700000000, 1.0000000000, -1.9991760000, -0.9997912000, 0.0086734839, 0.0004944901, 62.2012530000
0.8800000000, 1.0000000000, -1.9990272000, 0.9997552000, 0.0103664132, 0.0005824800, 61.8256090000
0.8900000000, 1.0000000000, -1.9990272000, -0.9997536000, 0.0103286838, 0.0006024917, 62.2506590000
0.9000000000, 1.0000000000, -1.9987952000, -0.9996968000, 0.0117727684, 0.0006779716, 61.4680520000
0.9100000000, 1.0000000000, -1.9986544000, 0.9996584000, 0.0136618785, 0.0008240369, 61.7175330000
0.9200000000, 1.0000000000, -1.9985216000, -0.9996248000, 0.0147616181, 0.0008991983, 62.1306060000
0.9300000000, 1.0000000000, -1.9984784000, 0.9996136000, 0.0139306667, 0.0008597178, 60.7320070000
0.9400000000, 1.0000000000, -1.9983456000, -0.9995800000, 0.0139852893, 0.0008636170, 60.3333080000
0.9500000000, 1.0000000000, -1.9981296000, 0.9995216000, 0.0177458278, 0.0011560354, 60.8072440000
0.9600000000, 1.0000000000, -1.9979824000, -0.9994848000, 0.0198949931, 0.0012754400, 60.7625160000
0.9700000000, 1.0000000000, -1.9978512000, 0.9994560000, 0.0193268641, 0.0012199588, 59.8909360000
0.9800000000, 1.0000000000, -1.9974944000, 0.9993600000, 0.0229880483, 0.0015118367, 59.2633840000
0.9900000000, 1.0000000000, -1.9974384000, -0.9993456000, 0.0211295925, 0.0014107087, 59.2805700000
1.0000000000, 1.0000000000, -1.9971152000, -0.9992616000, 0.0252812224, 0.0017073136, 59.1571470000
1.0100000000, 1.0000000000, -1.9968240000, 0.9991864000, 0.0249749632, 0.0017405323, 59.2136160000
1.0200000000, 1.0000000000, -1.9966656000, -0.9991464000, 0.0263956571, 0.0018235467, 59.2316930000
1.0300000000, 1.0000000000, -1.9963712000, 0.9990728000, 0.0273167371, 0.0019040295, 59.2294500000
